YEAR,MONTH,CIVIL,IND
2033,10,936755.4375,569345.9375
2033,11,1034512.8125,706419.5
2033,12,1741449.625,808546.25
2034,1,1912420.0,699530.875
2034,2,1644008.0,576491.625
2034,3,1233615.625,576491.625
2034,4,931319.5625,546533.9375
2034,5,509040.0,549317.25
2034,6,495216.65625,549317.25
2034,7,495217.65625,544364.3125
2034,8,495218.65625,544364.3125
2034,9,495219.65625,582991.0
2034,10,936755.4375,573106.875
2034,11,1034512.8125,706419.5
2034,12,1741449.625,808546.25
2035,1,1912420.0,699530.875
2035,2,1644008.0,576491.625
2035,3,1233615.625,576491.625
2035,4,931319.5625,585680.625
2035,5,509040.0,544364.3125
2035,6,495216.65625,544364.3125
2035,7,495217.65625,582991.0
2035,8,495218.65625,582991.0
2035,9,495219.65625,580808.25
2035,10,936755.4375,573106.875
2035,11,1034512.8125,706419.5
2035,12,1741449.625,808546.25
