YEAR,MONTH,CIVIL,IND
2028,7,455607.70760215225,921391.7033637996
2028,8,435196.602305196,1053395.611690851
2028,9,438376.22336468194,1264060.6958979596
2028,10,711299.0172023613,1185406.4630223329
2028,11,1062178.3856866634,1110326.563065886
2028,12,1851193.4905484074,1095348.1338438217
2029,1,2080239.0080793272,1001621.8557288045
2029,2,1752995.7753054844,927941.0899928208
2029,3,1420203.6722738657,913549.3238796379
2029,4,1040524.640135754,867237.3545389136
2029,5,634919.6073531781,864508.5895149315
2029,6,491809.06695148326,912072.6769532873
2029,7,457346.2657464957,1046672.6661000935
2029,8,436949.489585575,1240732.5975804655
2029,9,438708.4585722905,1207103.74281081
2029,10,708700.4636945728,1098990.9115870683
2029,11,1053132.4790408376,1074563.0016799485
2029,12,1837665.4614490862,1073097.2747805766
2030,1,2088249.1585900343,985963.5841337834
2030,2,1761789.3129100334,918320.8127537208
2030,3,1427673.0111800923,916767.0133514683
2030,4,1051020.8554891627,887920.2068791133
2030,5,645473.8566700262,915100.5423150335
2030,6,496600.0181133455,1029053.8528627096
2030,7,459044.3649383943,1238376.3511480638
2030,8,438700.42514764395,1241592.5290505795
2030,9,438901.544754603,1095140.6757634985
2030,10,705541.2197303915,1050959.9372517036
2030,11,1041888.4704536644,1045857.4002570714
2030,12,1820659.8230501844,1049992.2870528959
2031,1,2095193.498620174,973622.9937520309
2031,2,1770875.594435097,918359.1066932114
2031,3,1435427.8981006315,932074.9661223321
2031,4,1062430.1734591522,930852.7116448038
2031,5,657489.0231313515,1022550.6985416957
2031,6,501979.2095565682,1202027.611589142
2031,7,460784.2292556468,1298370.826604306
2031,8,440421.0191230602,1109413.4642368872
2031,9,439026.66190949327,1033329.5887890706
2031,10,701858.0822351193,1021620.7297372341
2031,11,1028585.7177862042,1018200.5943648384
2031,12,1800343.2961244031,1031905.3578333117
2032,1,2100637.815934617,967653.7164660227
2032,2,1780666.1248588802,931341.7858890991
2032,3,1446142.6005341043,968023.2277167907
2032,4,1071130.8165394624,1022885.8974842213
2032,5,663394.9356303874,1183007.7267972261
2032,6,506848.3127393334,1322059.1143481622
2032,7,466112.5489589467,1143873.511201258
2032,8,443405.03515186836,1040522.0968274598
2032,9,442241.61089456186,995351.4178309205
2032,10,699991.2816035078,986585.7889676327
2032,11,1010679.9858094726,994744.4929658213
2032,12,1780533.511295382,1024708.2323691108
2033,1,2111909.6334668696,974127.1091837165
2033,2,1782566.8464713097,961531.2595113065
2033,3,1454849.0323995813,1053472.5614155366
2033,4,1084407.338044382,1178013.2570793931
2033,5,678519.9677444848,1337024.1945942147
2033,6,513950.6588164345,1159340.004138249
2033,7,468191.3152792538,1061906.412901658
2033,8,445016.32417958084,995103.5411186361
2033,9,442062.66302011727,959984.8237017505
2033,10,696028.6623412407,957088.549362795
2033,11,994669.0198943921,984103.3794464816
2033,12,1752429.4582988499,1027032.4849574385
2034,1,2112825.8693189328,999395.9559568567
2034,2,1794407.6142283366,1033022.3507627638
2034,3,1464173.2913056777,1197556.3671482832
2034,4,1098432.11012236,1345493.2414922803
2034,5,694278.5311858802,1178744.589210653
2034,6,521749.80773567874,1068499.6805648918
2034,7,470338.4791184617,1012481.6670073275
2034,8,446653.46531486633,958286.6873685631
2034,9,441920.61633090256,930585.0373263009
2034,10,692062.4596081555,944847.9908470006
2034,11,978329.6384164324,984018.6609064977
2034,12,1722348.6366680039,1046097.1000094214
