YEAR,MONTH,CIVIL,IND
2025,4,749456.4917367994,648660.2611337899
2025,5,429684.5308636427,623731.9532250165
2025,6,359958.8529281914,572664.2937515973
2025,7,350821.7232887,551283.3069776295
2025,8,327539.47753217816,550675.7998322247
2025,9,389745.6114686728,545987.5277777313
2025,10,698785.2880099415,539022.7032114862
2025,11,1342160.3417500851,581109.5033769606
2025,12,1957358.1807256336,640816.8232922553
2026,1,1828816.1534558528,721174.533153057
2026,2,1511814.7227951882,776073.6347501277
2026,3,1159381.514351725,741530.5446361302
2026,4,725054.331595689,657463.5999714135
2026,5,416526.0991590172,635546.2465946673
2026,6,358585.29628388584,587970.4296623467
2026,7,347985.24054256827,552358.4666823148
2026,8,325284.6434446722,551291.4136906265
2026,9,399089.7343905717,549247.8050951957
2026,10,729065.2809155284,539272.1362923383
2026,11,1385883.4360441563,562285.3849117755
2026,12,1968290.556509733,620841.9927631615
2027,1,1805749.9904456136,694270.8343629836
2027,2,1493908.6638324854,764081.986353278
2027,3,1132174.0067297218,765187.4772970675
2027,4,698654.4613536297,673478.1633322238
2027,5,404196.9038654417,642665.8156280516
2027,6,357891.32341998816,603718.8501869439
2027,7,345241.77844537795,556889.5126228331
2027,8,323628.2041975409,550241.7873744963
2027,9,410996.9936899096,551036.079805076
2027,10,764898.7821898459,541022.8554134368
2027,11,1437328.3226113317,544918.3791731595
2027,12,1984963.0365718005,601204.7764991521
2028,1,1779666.6184168456,666312.8217016457
2028,2,1474728.4777167437,745269.6694974898
2028,3,1101886.310888648,775201.3083134888
2028,4,669821.5110968946,703631.8268184661
2028,5,393737.3958850205,645847.2868715524
2028,6,358085.86875864863,619084.5456217526
2028,7,342979.2876399979,567998.466814041
2028,8,323188.36658123136,549674.2071692942
2028,9,427095.142882064,549477.0541151165
2028,10,809882.6929644345,543769.3215404748
2028,11,1500713.745159149,538016.0921071767
2028,12,2000823.4423630831,583206.7706917523
2029,1,1751999.769345879,643265.3815035819
2029,2,1453364.725072622,723859.0132569073
2029,3,1068361.9031794071,775445.0611804723
2029,4,637800.4699007868,734768.6636333464
2029,5,384876.2778299004,653992.162082076
2029,6,359134.48477236927,632162.8244464396
2029,7,341668.97209604084,583715.6737362145
2029,8,324436.3191594854,550734.5872883796
2029,9,448760.9738442451,549923.1439207791
2029,10,866244.5173116921,547526.2039636372
2029,11,1574709.0061763525,538013.8861988782
2029,12,2013938.521946788,565100.2341960667
2030,1,1722797.8792910574,623847.8737061023
2030,2,1429116.870135188,698981.2206481694
2030,3,1029141.08224228,766228.4454231261
2030,4,602673.5743045657,760591.6879479884
2030,5,377790.5015340895,667797.9494636058
2030,6,360891.7708508968,640862.2650032042
2030,7,339842.1901335493,599640.4566292762
2030,8,327935.43922795355,554518.7126790284
2030,9,477252.7148706466,549806.4513717889
2030,10,933786.1973543762,550177.1542613505
2030,11,1656812.8084515927,539993.0271242856
2030,12,2019243.3179345129,546869.0638815163
2031,1,1693566.1634700296,604361.2106834649
2031,2,1400714.8529013393,670778.4624611138
2031,3,985639.3395023644,748495.1486115454
2031,4,565807.6023693084,773459.3025301694
2031,5,374258.7672367692,697005.8297668694
2031,6,362712.77561177313,644476.5354548692
2031,7,340268.33193056285,615907.8170810937
2031,8,337060.7371585369,564832.9884057044
2031,9,511860.4942385256,549189.1279344558
2031,10,1005863.9204231796,549432.8256537317
2031,11,1737690.7963851688,542736.2946842908
2031,12,2011089.421792328,538281.904057145
2032,1,1665284.5585237143,586263.7184118031
2032,2,1368820.509588122,646871.4900945424
2032,3,939613.1907446384,727677.7714078425
2032,4,533970.6921430825,775577.084792137
2032,5,372237.3629062623,728598.2969408034
2032,6,364185.08388902247,651248.2327495812
2032,7,341155.1862990558,629445.6968997716
2032,8,346691.65577448905,580011.7331122159
2032,9,546489.3488378971,549901.305428624
2032,10,1079683.8626286983,549127.362502098
2032,11,1810013.842543364,546427.1101539134
2032,12,1992012.6398825643,537392.1509449481
2033,1,1637289.1330366132,568600.4591886996
2033,2,1334090.5000399349,627537.034744501
2033,3,896114.1594380139,704467.0939956902
2033,4,508042.5804819912,768871.0132693051
2033,5,370697.2379849851,755836.742315173
2033,6,364289.6897529364,664348.5706572531
2033,7,340748.1323761791,639515.8888732194
2033,8,356249.7662442177,596375.8226429223
2033,9,578575.9574208705,553552.9660259484
2033,10,1145523.5020461676,549997.7587689756
2033,11,1867542.692428648,549789.5761733054
2033,12,1962712.1522535083,539553.7204866408
2034,1,1611125.5272318122,550261.8611400126
2034,2,1298070.09473896,608111.4753817319
2034,3,856947.8752841352,676240.1811127661
2034,4,486555.5500583351,752217.1776835917
2034,5,368712.0682630092,771786.8931536673
2034,6,363025.9769686759,690788.4772275685
2034,7,338847.2943919152,643754.1004871129
2034,8,364180.21563379467,612875.7961248158
2034,9,606167.3177240639,562139.0228961705
2034,10,1198691.011482179,548955.9634273051
2034,11,1906854.9009923933,549739.1711686848
2034,12,1929707.600254416,541989.0432481765
