YEAR,MONTH,CIVIL,IND
2028,7,461377.5795729339,886883.8898742199
2028,8,434789.11047935486,1020077.6668440461
2028,9,441589.8266470194,1229621.747402835
2028,10,710321.026096338,1147497.0381193876
2028,11,1078787.3959931373,1066548.3339676498
2028,12,1882189.483661723,1044098.6871600747
2029,1,2116700.0515269516,951152.8592473507
2029,2,1784267.291229105,886104.5872169017
2029,3,1441601.0085081817,870369.6125748515
2029,4,1055380.2683310986,828030.8014311909
2029,5,644702.6494379997,828124.3716307163
2029,6,496024.01045699127,875865.3713492393
2029,7,462453.4712020457,1008300.957545781
2029,8,439070.0434196412,1204361.6130076884
2029,9,440974.6420767725,1169199.80503664
2029,10,710007.5051647485,1056200.9848969101
2029,11,1067980.515115726,1026400.2794563889
2029,12,1873967.809527588,1017766.9147827387
2030,1,2129670.8756444934,931978.1940446735
2030,2,1796919.1357075688,873257.4777868629
2030,3,1451595.1774487495,868836.7167952299
2030,4,1069152.209059143,844680.4314977527
2030,5,652828.106790483,874614.3362818479
2030,6,502794.9438403607,988934.0345370411
2030,7,463450.08335652354,1196147.0731039522
2030,8,443419.2658166826,1202176.0072925566
2030,9,440130.3971892774,1053754.7311070203
2030,10,709205.4200434625,1003243.7571389794
2030,11,1054910.513294208,993313.0032044529
2030,12,1862539.77999053,990608.6183719635
2031,1,2141739.4406566625,916129.2851029993
2031,2,1810014.1742570398,870061.117432642
2031,3,1461992.6354733706,879365.4724384308
2031,4,1083939.9366785048,883569.7598828792
2031,5,662314.5222902298,977965.1261548996
2031,6,510284.6343972802,1157996.785167551
2031,7,464448.74601664545,1252290.0828022717
2031,8,447804.46908398863,1066959.535774827
2031,9,439127.643754524,988443.1596914291
2031,10,707950.0407373727,968933.0824195385
2031,11,1039719.6646176218,961278.530870068
2031,12,1848071.1644328118,968497.2317156077
2032,1,2152468.076839924,906658.9992120266
2032,2,1823964.1155305386,879799.8361448646
2032,3,1476378.7149082662,913670.8115852237
2032,4,1088972.1437114717,972017.9740630746
2032,5,678868.6252027749,1135176.952346587
2032,6,510382.6166747749,1274283.1182119607
2032,7,473325.9432569385,1093762.873074138
2032,8,443696.70877300506,991704.0488479614
2032,9,446460.2851797283,945291.8562048316
2032,10,701514.4260083914,932942.167788291
2032,11,1036037.360793364,934892.4256299257
2032,12,1827866.9775498866,956949.0379596114
2033,1,2167436.5559614184,907360.6861877084
2033,2,1829108.9851969006,903817.5035631179
2033,3,1487930.7096429348,994354.7073704838
2033,4,1105798.783374357,1123083.818411374
2033,5,691474.7226932764,1285072.334522414
2033,6,519521.36143307085,1107622.9837485075
2033,7,474624.2219104231,1007904.1388292789
2033,8,447980.1092827857,943239.7979045868
2033,9,445198.5193402767,906473.2374190927
2033,10,700112.6565388382,898489.2186236382
2033,11,1018317.4165339114,919831.669868052
2033,12,1805835.5386857272,955190.9549820662
2034,1,2174013.2003025534,929093.2855855942
2034,2,1845413.0542277573,972091.3212424517
2034,3,1500220.6182019236,1133643.1734248041
2034,4,1123479.4538395642,1286491.5442929026
2034,5,704612.7670001984,1122674.0885863423
2034,6,529491.000239569,1012843.0715551852
2034,7,475949.5096249044,954594.8995732188
2034,8,452355.5197936535,903385.687925446
2034,9,443880.9108974159,873603.5374854564
2034,10,698778.7991205395,881246.4276612042
2034,11,1000202.139386344,915330.7956539869
2034,12,1782098.3903827192,970202.1251502514
